index,ID,Date,Post,Username,Retweets,Favorites,Geo,Mentions,Hashtags
5725,1294939941097492480,2020-08-16 10:11:55+00:00,I am Airtel consumer Manoj Sharma using network and complaint for network and internet issue inside door but till date issue wasn't rsolved Manoj Sharma-8291001865 Harsh Soni-9319013943 @Airtel_Presence @airtel_care @Airtel_Zambia @Airtel_Ug @AIRTEL_KE @Airtel_Life,manoj109335,0,1,,@Airtel_Presence @airtel_care @Airtel_Zambia @Airtel_Ug @AIRTEL_KE @Airtel_Life,
5728,1294939416423792640,2020-08-16 10:09:50+00:00,@AIRTEL_KE Yoh @AIRTEL_KE please reverse 12gb gifted to 0102022304 from 0752316873. Reverse the credit to 0752316873,jeichegee,0,0,,@AIRTEL_KE @AIRTEL_KE,
5732,1294939325499572225,2020-08-16 10:09:28+00:00,@AIRTEL_KE @AIRTEL_KE Reverse the last unliminet 2k gifted to 0738755408 from 0752316873. Let the Airtime go to 0752316873.,jeichegee,0,0,,@AIRTEL_KE @AIRTEL_KE,
5734,1294938899412738048,2020-08-16 10:07:47+00:00,"I have been using Airtel post paid sim card for a long time,I am Airtel consumer Manoj Sharma using network and complaint for network and internet issue inside door but till date issue wasn't rsolved @Airtel_Presence @airtel_care @Airtel_Zambia @Airtel_Ug @AIRTEL_KE @Airtel_Life",ManojSh78520255,3,3,,@Airtel_Presence @airtel_care @Airtel_Zambia @Airtel_Ug @AIRTEL_KE @Airtel_Life,
5735,1294938323442520066,2020-08-16 10:05:29+00:00,"When a request for ""CHANGE OF PLAN"" takes 12 DAYS & STILL UNRESOLVED, the only way u can make this count 0, when the USER COUNT GOES TO 0. Let's pray for that @Airtel_Presence @airtelindia @airtelnews @VittalGopal @DentsuAegisIN @dentsuaegis @AirtelNigeria @AIRTEL_KE @aajtak",prashun23,0,3,,@Airtel_Presence @airtelindia @airtelnews @VittalGopal @DentsuAegisIN @dentsuaegis @AirtelNigeria @AIRTEL_KE @aajtak,
5737,1294937495222853665,2020-08-16 10:02:12+00:00,"@AIRTEL_KE what happens to us who have Binge data plan going on after 30 days expiry,will we still continue enjoying the service even the following month?",cobinge,0,0,,@AIRTEL_KE,
5739,1294937233024339970,2020-08-16 10:01:09+00:00,Oya @AIRTEL_KE nimetumiwa pesa na code hii nafanyaje,Sleek_owen,0,1,,@AIRTEL_KE,
5743,1294933958371741700,2020-08-16 09:48:09+00:00,Having fun and staying connected with family ☻ with more than 4GB of airtel data @AIRTEL_KE is really funny #sundayvibes,AnitaMsabeni,0,1,,@AIRTEL_KE,#sundayvibes
5744,1294933773910339584,2020-08-16 09:47:25+00:00,For last 12days my complain has been hanging in ur system. When u guys going to resolve that. Does ur team fix any deadline for resolving an issue or it just keep hanging there @Airtel_Presence @airtelindia @airtelnews @airtelnews @VittalGopal @Airtel_Ug @AirtelNigeria @AIRTEL_KE ,prashun23,0,0,,@Airtel_Presence @airtelindia @airtelnews @airtelnews @VittalGopal @Airtel_Ug @AirtelNigeria @AIRTEL_KE,
5747,1294932485080526848,2020-08-16 09:42:17+00:00,@AIRTEL_KE you guys have already removed the 75 GB already ?,BEstFriEnD2347,0,0,,@AIRTEL_KE,
5748,1294932402532491264,2020-08-16 09:41:58+00:00,@AIRTEL_KE nowadays you have decided not to reply questions.,PaulKart8,0,0,,@AIRTEL_KE,
5749,1294932360140656641,2020-08-16 09:41:47+00:00,@AIRTEL_KE dissapoined,BEstFriEnD2347,0,0,,@AIRTEL_KE,
5762,1294928301253943296,2020-08-16 09:25:40+00:00,Hey @AIRTEL_KE mbona kukiwa na njeve network yenu iko chini kama english ya waititu?,finyo254,0,1,,@AIRTEL_KE,
5765,1294927553174609921,2020-08-16 09:22:41+00:00,I also tried the other day to buy airtime without airtime. Aki @AIRTEL_KE ,briankhabeko,1,2,,@AIRTEL_KE,
5768,1294926679035596800,2020-08-16 09:19:13+00:00,@AIRTEL_KE check you inbox.,karoleeh,0,0,,@AIRTEL_KE,
5769,1294925967283159041,2020-08-16 09:16:23+00:00,I wish there was a way I could turn these @AIRTEL_KE night Bundles to day bundles,JuliohWachira,1,1,,@AIRTEL_KE,
5770,1294923913131102209,2020-08-16 09:08:14+00:00,@AIRTEL_KE just close your network and spare yourselves more embarassments,thatgirlmarka,0,0,,@AIRTEL_KE,
5771,1294922433544232960,2020-08-16 09:02:21+00:00,Oya @AIRTEL_KE whats the USSD code for that 75GB offer you keep texting me about? I cant find it on my airtel app ,LordChroma,0,2,,@AIRTEL_KE,
5772,1294921651554066432,2020-08-16 08:59:14+00:00,"@AIRTEL_KE Bought data for mifi 0783148208 via mpesa (transaction OHG1NWZBPF Confirmed. Ksh2,000.00 sent to DIRECT PAY HQ for account 4420100EF on 16/8/20 at 11:31 AM). I havent received the data package. Kindly help",KaraniMagutah,0,0,,@AIRTEL_KE,
5783,1294913879282073600,2020-08-16 08:28:21+00:00,@aajtak @Airtel_Presence @airtelrw @AirtelRwCares @Airtel_Presence @airtelindia @AIRTEL_KE @,GyanendraRanja7,0,0,,@aajtak @Airtel_Presence @airtelrw @AirtelRwCares @Airtel_Presence @airtelindia @AIRTEL_KE,
5784,1294910689019080704,2020-08-16 08:15:41+00:00,its clear to me why @AIRTEL_KE SIM cards are free.. let me stay away tu. not worth it,thatgirlmarka,1,0,,@AIRTEL_KE,
5786,1294906822659383297,2020-08-16 08:00:19+00:00,@AIRTEL_KE is everything okay #BESMARTBESAFE,Albrian14450199,0,0,,@AIRTEL_KE,#BESMARTBESAFE
5789,1294905398089191424,2020-08-16 07:54:39+00:00,@AIRTEL_KE kindly help me identity this number they have called me claiming it's Airtel headquarters +254735789861 saying I have won some money,MosesFarragut,0,0,,@AIRTEL_KE,
5793,1294904781635543040,2020-08-16 07:52:12+00:00,There is nothing you explained there You are just stealing from me better @AIRTEL_KE,willykamanu4,0,0,,@AIRTEL_KE,
5796,1294904627209609217,2020-08-16 07:51:35+00:00,@AIRTEL_KE You had the binge 75GB bundle pulled down?? Seriously? May we get an explanation?,AlbaFlamma,0,2,,@AIRTEL_KE,
5811,1294900242824015874,2020-08-16 07:34:10+00:00,"Please find out what the issues at Vihiga County @Ebukaya Primary School, along Ombisi Road. Potential clients right there. #CustomerCare #Efficiency@VihigaCountyGov @Dr_Ottichilo @Safaricom_Care @AIRTEL_KE @TelkomCare @Zuku_WeCare @ZukuOfficial @FaibaJTL",Amimo09,0,0,,@Dr_Ottichilo @Safaricom_Care @AIRTEL_KE @TelkomCare @Zuku_WeCare @ZukuOfficial @FaibaJTL,#CustomerCare #Efficiency
5824,1294898860524032001,2020-08-16 07:28:41+00:00,"Hi @AIRTEL_KE, am getting a network error on my line. SIM PERM BLOCKED. Kindly assist.",Sosoliso10,0,0,,@AIRTEL_KE,
5835,1294897165274316800,2020-08-16 07:21:56+00:00,@AIRTEL_KE Check DM,austinjoe90,0,0,,@AIRTEL_KE,
5842,1294895873873203201,2020-08-16 07:16:48+00:00,@AirtelRwCares @airtelindia @Airtel_Presence @AirtelNigeria @AirTalk @AIRTEL_KE @airtelnews @Airtel_Presence,GyanendraRanja7,0,0,,@AirtelRwCares @airtelindia @Airtel_Presence @AirtelNigeria @AirTalk @AIRTEL_KE @airtelnews @Airtel_Presence,
5844,1294893517559476224,2020-08-16 07:07:27+00:00,@AIRTEL_KE check my dm and reply to me.,Ericksmartah,0,0,,@AIRTEL_KE,
5855,1294891817973043200,2020-08-16 07:00:41+00:00,Yaani @AIRTEL_KE I can't use My Airtel app to buy data without data?! ,_techGuru__,10,55,,@AIRTEL_KE,
5857,1294889037875085312,2020-08-16 06:49:39+00:00,is @AIRTEL_KE a real network? or they are just experimenting something.,thatgirlmarka,0,3,,@AIRTEL_KE,
5858,1294888443177242624,2020-08-16 06:47:17+00:00,@AIRTEL_KE did you remove the Binge 2.5GB per day from your app platform?,AndyBuffy,0,0,,@AIRTEL_KE,
5864,1294884400497393664,2020-08-16 06:31:13+00:00,@AIRTEL_KE address DM,wembe_sita,0,0,,@AIRTEL_KE,
5868,1294879036708093952,2020-08-16 06:09:54+00:00,Another day to remind humanity of how useless @AIRTEL_KE is...Or maybe they were trying to save me from premium disappointment that would have been me watching their crappy TV and their net downtimes.,alan_wachira,0,0,,@AIRTEL_KE,
5869,1294878171838513152,2020-08-16 06:06:28+00:00,Chorik safaricom wee bikyok ongebee @AIRTEL_KE,benard_mendwa,0,0,,@AIRTEL_KE,
5870,1294878011293040645,2020-08-16 06:05:50+00:00,@AIRTEL_KE si muache kutubeba ufala for once. Binge imeenda mnarudisha lini? It just disappeared fyu! hamsemi hata haitakua after tulejipanga mnatoa. Sa mnarudisha lini?,ITsKiPsaNg,0,0,,@AIRTEL_KE,
5871,1294876285890637826,2020-08-16 05:58:58+00:00,@AIRTEL_KE Hi I bought this line but the response says that the line is not registered on network. Kindly assist.,TewBas_,0,0,,@AIRTEL_KE,
5872,1294875507041894400,2020-08-16 05:55:53+00:00,"@AIRTEL_KE in case I scratched the airtime n some digits accidentally scratch off, ????",leomtetezy,0,0,,@AIRTEL_KE,
5874,1294871146647625729,2020-08-16 05:38:33+00:00,@airtelindia एयरटेल के ऊपर मैं केस कर दूंगा क्योंकि 4G का स्पीड देने का वादा करके 2 जी का भी स्पीड नहीं होता है।@ZeeNewsEnglish @AmitShah @PMOIndia @aajtak @AIRTEL_KE,sandeep79488723,0,0,,@airtelindia @ZeeNewsEnglish @AmitShah @PMOIndia @aajtak @AIRTEL_KE,
5875,1294868267878584320,2020-08-16 05:27:07+00:00,@AIRTEL_KE @airtel_tanzania @Airtel_Ug @AirtelNigeria @airtelmg @Airtel_Zambia @VittalGopal the @airtelindia is spoiling the name please shut Airtel india and took away the franchise from this bastard Gopal vittal he is looting us in every way,Jayprak91603067,0,0,,@AIRTEL_KE @airtel_tanzania @Airtel_Ug @AirtelNigeria @airtelmg @Airtel_Zambia @VittalGopal @airtelindia,
5876,1294866709229252608,2020-08-16 05:20:55+00:00,@AIRTEL_KE I replaced my line on Thursday and i am having problems picking the network. Kindly dm for details,MokuaManyara,0,0,,@AIRTEL_KE,
5880,1294861293606690816,2020-08-16 04:59:24+00:00,@rsprasad @TRAI @Airtel_Presence @airtelnews @AirtelNigeria @AIRTEL_KE @airtelrw @VittalGopal @PMOIndia @aajtak @BBCBreaking @CMOMaharashtra @DoT_India @sachin_rt @arrahman Service Failure By Big &amp; Leading brand In Country This is Essential Service.. ,NileshP05331639,0,0,,@rsprasad @TRAI @Airtel_Presence @airtelnews @AirtelNigeria @AIRTEL_KE @airtelrw @VittalGopal @PMOIndia @aajtak @BBCBreaking @CMOMaharashtra @DoT_India @sachin_rt @arrahman,
5881,1294860027354898439,2020-08-16 04:54:22+00:00,"Goodmorning Caro wa @AIRTEL_KE, network yenu itafika vizuri huku makhukhuni lini. Niko juu ya mti ingine refu ajab na karibu nianguke ",w3p_s,1,3,,@AIRTEL_KE,
5882,1294859856852193280,2020-08-16 04:53:41+00:00,"Hi @AIRTEL_KE, is transferring of funds from Airtel Money to @StanChartKE now active as per your recent partnership? And if so what's the process?",EroneBO,0,0,,@AIRTEL_KE @StanChartKE,
5883,1294857764158742528,2020-08-16 04:45:22+00:00,"@AIRTEL_KE 10×××××36 is a line I acquired on 12-8 at koinange street branch I can't dial anyone nor receive calls, pls activate it, see DM",FloraSafaris,0,0,,@AIRTEL_KE,
5885,1294856186852933632,2020-08-16 04:39:06+00:00,@AIRTEL_KE network yenu iko na shida gani imagine nanunua bundles daily then inaexpire bila kutumika,Kenneth46429389,0,0,,@AIRTEL_KE,
5887,1294849564495798273,2020-08-16 04:12:47+00:00,@airtel_ke do u mind fixing your internet? Mine is exceptionally baaaaad today,FeelMeFloh,0,0,,@AIRTEL_KE,
5888,1294847605357326336,2020-08-16 04:05:00+00:00,Hey i lost my call log by deletion how can i get back the logs from you @AIRTEL_KE,amkbruno,1,0,,@AIRTEL_KE,
5896,1294837905827954689,2020-08-16 03:26:28+00:00,@AIRTEL_KE I subscribed to binge30. When i check my data balance I get SMS that I have 1536mb valid until midnight . Then an alert that I have depleted. I've called customer care and no solution,munyiri2,0,0,,@AIRTEL_KE,
5901,1294781132714782720,2020-08-15 23:40:52+00:00,@AIRTEL_KE I wonder too much of these night bundles from 00am to 6am. What are they for? Promoting prostitutes or are for devil worshipers? This am sure are not Godly somebody give signal or this,ivuli_k,0,0,,@AIRTEL_KE,
5911,1294772212755501058,2020-08-15 23:05:25+00:00,@AIRTEL_KE I am on forced night bundles bundles but you are busy eating into my daytime bundles Wacheni wizi ,SirReinhardt,0,0,,@AIRTEL_KE,
5914,1294761009572446210,2020-08-15 22:20:54+00:00,"@AIRTEL_KE what's happening with you guys?? Did you employ a safaricom ex-agent or what?!!! The rate at which data bundles deplete is worrying. Honestly, mnaiba bundles. We even having second thoughts of opting for other networks. Please, check on that.",dearna_fashel,0,3,,@AIRTEL_KE,
5927,1294741776998309889,2020-08-15 21:04:29+00:00,"Some people say the tortoise is the slowest creation on earth,some say it is the snail but deep down we all know it is @AIRTEL_KE network @Safaricom_Care",wesrono,0,2,,@AIRTEL_KE @Safaricom_Care,
5944,1294724439712522241,2020-08-15 19:55:35+00:00,How much time u need to resolve a simple request of change of plan? #airtelcheats #airtel_चोर_है #airtelsucks @VittalGopal @Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @airtel_tanzania @Airtel_Ug @airtelmg @Airtel_Zambia @VodafoneIN @JioCare @republic,prashun23,0,1,,@VittalGopal @Airtel_Presence @airtelindia @airtelnews @AirtelNigeria @AIRTEL_KE @airtel_tanzania @Airtel_Ug @airtelmg @Airtel_Zambia @VodafoneIN @JioCare @republic,#airtelcheats #airtel_ #airtelsucks
5954,1294718796503162880,2020-08-15 19:33:10+00:00,@AIRTEL_KE any plan to return the binge data?,its_renson,0,1,,@AIRTEL_KE,
5956,1294717807096209408,2020-08-15 19:29:14+00:00,Hi @AIRTEL_KE yaani nanunua bundles ndio nistream Ball but mnazima network ,dommy254,0,1,,@AIRTEL_KE,
5959,1294716407909761024,2020-08-15 19:23:40+00:00,& never will (period). @VittalGopal team of fakers @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @airtelnews @airtel_tanzania @airtelmg @Airtel_Zambia @VodafoneIN @VodafoneIN_News @JioCare,prashun23,0,0,,@VittalGopal @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @airtelnews @airtel_tanzania @airtelmg @Airtel_Zambia @VodafoneIN @VodafoneIN_News @JioCare,
5971,1294713169064136704,2020-08-15 19:10:48+00:00,@pesapalcare @AIRTEL_KE again with R200815.1550.22001d ,Ksargaz,0,0,,@pesapalcare @AIRTEL_KE,
5975,1294712534470144000,2020-08-15 19:08:17+00:00,@AIRTEL_KE mumeeka wapi network ,Montana_mkuu,0,1,,@AIRTEL_KE,
5976,1294711170713165824,2020-08-15 19:02:52+00:00,@AIRTEL_KE can I replace simcard at any Airtel vendor ama lazima nikam shop,_W1ll1am,0,0,,@AIRTEL_KE,
5978,1294709977186271233,2020-08-15 18:58:07+00:00,@AIRTEL_KE i can't seem to get my balance inquiry from Airtel via ssd an hour now n no reply,AFRIEDDD,0,0,,@AIRTEL_KE,
5979,1294709893811716096,2020-08-15 18:57:47+00:00,"@VenkatBogi @airtelindia @airtelnews @airtelrw @AIRTEL_KE @AirtelNigeria @Airtel_Zambia Dear Idiots, no internet speed and now call dropping are you able to sort out the issue. facing network problems from years still not rectified. First provide good service in India",Vijayashekar6,0,0,,@VenkatBogi @airtelindia @airtelnews @airtelrw @AIRTEL_KE @AirtelNigeria @Airtel_Zambia,
5980,1294709380814970880,2020-08-15 18:55:45+00:00,@AIRTEL_KE am done with u hadi siwezi lipa deni yenu...never hata natupa line yenu jst now!!!,Charles64171322,0,0,,@AIRTEL_KE,
5981,1294708986118365187,2020-08-15 18:54:11+00:00,@AIRTEL_KE check your network. Great problems here in juja,kkamaupaul,0,0,,@AIRTEL_KE,
5982,1294708730282627078,2020-08-15 18:53:10+00:00,@AIRTEL_KE ati sahizi sina nite data na hata 12am.haijafika!!!,Charles64171322,0,0,,@AIRTEL_KE,
5984,1294708570693554176,2020-08-15 18:52:32+00:00,@AIRTEL_KE airtel mumekuwa wezi kama safcom...hapao ndio nimehama..nimerudi safaricom...hw can my bundle night data bundle disapere ivo?0101609266...surely???...after i bought bundles leon asuhi!!!!!,Charles64171322,0,0,,@AIRTEL_KE,
5993,1294705691807145985,2020-08-15 18:41:06+00:00,@AIRTEL_KE Am no longer renewing any subscription with your network Am tired of network issues kila day na time ,ItsMukami_M,0,0,,@AIRTEL_KE,
5994,1294705425351417858,2020-08-15 18:40:02+00:00,@AIRTEL_KE bought airtime using 220220 pay bill number and it has not reached my phone. This done at 5.22pm,RenjaWekoto,0,0,,@AIRTEL_KE,
6007,1294701959732170754,2020-08-15 18:26:16+00:00,"@AIRTEL_KE Is there a problem with your network today, poor network during calls and bouncing SMS's!",Warrior__King,0,0,,@AIRTEL_KE,
6008,1294701922193154048,2020-08-15 18:26:07+00:00,@AIRTEL_KE when does the night bundles start?,bmcosmo,0,0,,@AIRTEL_KE,
6010,1294701051778654208,2020-08-15 18:22:39+00:00,"@AIRTEL_KE guys i need urgent help, is there a delay money transfer from safcom to airtel network? @SafaricomPLC",geff_kim,0,0,,@AIRTEL_KE @SafaricomPLC,
6012,1294699569935155207,2020-08-15 18:16:46+00:00,@AIRTEL_KE How long does it take for you to migrate my line to prepaid. I have been unable to make calls over 2 weeks and now unable to receive calls. For real your problem resolution is very PATHETIC. Migrate it ASAP.,onyangoangolo,0,0,,@AIRTEL_KE,
6013,1294698838813478919,2020-08-15 18:13:52+00:00,@AIRTEL_KE kindly check ya DM.,I_Am_Feisty,0,0,,@AIRTEL_KE,
6015,1294698497535614976,2020-08-15 18:12:30+00:00,"Wait, is @AIRTEL_KE a political party?? because the promise are similar to those of politicians.""We are tirelessly working to improve the livelihood of Kenyans"".But Ni sawa tu... we'll keep waiting ",MuneneNyaga15,0,0,,@AIRTEL_KE,
6028,1294694126018088960,2020-08-15 17:55:08+00:00,@AIRTEL_KE kindly check DM,Mkuki_Ozil,0,0,,@AIRTEL_KE,
6029,1294694108594929664,2020-08-15 17:55:04+00:00,Why is @AIRTEL_KE internet service so bad. It's delivered in pulses even when it's available. Trash,Bastaprenuer,0,0,,@AIRTEL_KE,
6030,1294691726771265537,2020-08-15 17:45:36+00:00,"@AIRTEL_KE I'm subscribed to monthly binge of 30GB. I've noticed I've 1.5GB roll over since subscribed that I've not used. Why am I not being allowed to use it. I suppose you're keeping it for me, so that I use it when??",MatoyoTitus,0,0,,@AIRTEL_KE,
6032,1294691638422339584,2020-08-15 17:45:15+00:00,I will talk only airtel nodal officer and also provide me airtel nodal officer number and mail I'd also @airtelnews @Airtel_Presence @airtelindia @AIRTEL_KE @AirtelNigeria @JioCare @VodafoneIN,VIPERFANB,1,1,,@airtelnews @Airtel_Presence @airtelindia @AIRTEL_KE @AirtelNigeria @JioCare @VodafoneIN,
6035,1294690080632733701,2020-08-15 17:39:04+00:00,@Safaricom_Care hello kindly check DM and lias with @AIRTEL_KE,FlavionsKimani,0,0,,@Safaricom_Care @AIRTEL_KE,
6038,1294688765311684611,2020-08-15 17:33:50+00:00,"@AIRTEL_KE Your network is so shitty, it actually hurts Even within environs of Nairobi, network is an issue..",ModoStrong,0,0,,@AIRTEL_KE,
6049,1294685119945551874,2020-08-15 17:19:21+00:00,Have used @AIRTEL_KE for over 10y and at no point have I received those KCB loan/nitumie kwa hii/mtoto wako amevunjika muguu nonsense text. Why your network alone? How hard is it to come up with a system that block numbers sending same text to numerous customers? @Safaricom_Care,Nashpae,0,0,,@AIRTEL_KE @Safaricom_Care,
